message,link,permalink_url,created_time,type,name,id,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,shares/count
"【週年慶完勝攻略】
週年慶人山人海，怎樣才能搶到限時特惠商品，而且擺脫爆滿的美食街填飽肚子呢？
專業達人親授秘訣，快點筆記下來吧📝
❶預訂計畫
❷準時取餐
❸輕鬆完勝
📣預訂快取免排隊，滿額再享好禮三選一👉https://goo.gl/R5z72v",https://www.kfcorder.com.tw/web/?utm_source=Facebook&utm_campaign=1101_OOS_CO&utm_medium=social&utm_content=carousel_CPC_V1,https://www.facebook.com/kfctaiwan/posts/1324021961003696,2016-10-31T16:00:00+0000,link,KFC,324273577645211_1324021961003696,1533,NONE,1495,false,false,ranked,33,false,31
"【截圖分享-甜辛獨享優惠價$145】
天氣漸漸由涼轉冷嘍！這時候最適合甜中帶辛的美味為身體暖身，預備迎接冬季的到來。 
韓國甜辛紙包雞+雞汁風味飯+原味蛋撻+紅茶(中) ，甜辛獨享主餐+點心，限時特惠只要$145 ❤ 
活動時間自2016/11/1-12/5止
★出示截圖即享優惠★更多優惠券： https://goo.gl/1J6oGL",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1323681284371097/?type=3,https://www.facebook.com/kfctaiwan/posts/1323681284371097:0,2016-10-31T16:00:00+0000,photo,Timeline Photos,324273577645211_1323681284371097,13579,NONE,13312,false,false,ranked,434,false,454
"【韓國甜辛紙包雞  期間限定】
全糖女孩已退燒，甜辛女孩正流行!!
甜中帶辛、辛中帶甜，令人意猶未盡
就像❤韓國甜辛紙包雞❤
🌟獨家封烤技術🌟與🔥道地韓式辣醬🔥
搭配好吃雞汁風味飯，絕對不能錯過的好味道👍👍👍

>>> https://goo.gl/g3FhsB",https://www.facebook.com/kfctaiwan/videos/1323882121017680/,https://www.facebook.com/kfctaiwan/videos/1323882121017680/,2016-10-28T07:19:05+0000,video,韓國甜辛紙包雞,324273577645211_1323882121017680,4410,NONE,4201,false,false,ranked,387,false,180
,https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/1321730604566165/?type=3,https://www.facebook.com/kfctaiwan/posts/1321730717899487,2016-10-26T10:57:54+0000,photo,KFC's cover photo,324273577645211_1321730604566165,263,NONE,252,false,false,ranked,2,false,5
"❤ 【韓國甜辛紙包雞  新上市!】 ❤
紙包雞✨獨門封烤技術✨加上🔥韓式辣醬🔥根本犯規！
鮮嫩多汁的雞肉咬下去，瞬間就到了東大門！？
還有雞汁風味飯，阿廝～
沒吃到，真的只能藍瘦香菇了！
 
【韓國甜辛紙包雞❤期間限定】
→ https://goo.gl/QH2P4N",http://giphy.com/gifs/3o7TKtMLRGsIvEGEcE,https://www.facebook.com/kfctaiwan/posts/1319551581450734,2016-10-24T16:01:25+0000,link,giphy.com,324273577645211_1319551581450734,13967,NONE,13670,false,false,ranked,267,false,150
娃娃介紹美食好有魔力喔~小編看她的開箱就好想立馬吃一個惡魔堡(餓),https://www.youtube.com/watch?v=4Q4_RUEmRWY,https://www.facebook.com/kfctaiwan/posts/1319284941477398,2016-10-24T03:29:28+0000,video,開箱｜肯德基萬聖節限定！惡魔降臨咔啦雞腿堡,324273577645211_1319284941477398,132,NONE,130,false,false,ranked,5,false,11
【肯德基油品品質管理公告】,https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1315917371814155/?type=3,https://www.facebook.com/kfctaiwan/posts/1315917371814155:0,2016-10-21T07:15:42+0000,photo,Timeline Photos,324273577645211_1315917371814155,507,NONE,490,false,false,ranked,25,false,27
"【惡魔醬淋咔啦雙人分享餐得獎名單公布囉！】
感謝粉絲們的熱情參與，大家趕緊爽揪好友雙人分享，一口收服惡魔醬淋囉～

恭喜以下5位得獎者：
林＊程／劉＊銘／葉＊羽／董＊如／尤＊馨

＊肯德基會於10/19 下午15:00開始聯繫得獎者。請得獎者於10/21 15:00前（逾時回覆者取消資格），於肯德基粉絲團聯繫您的私訊中，回覆您的真實姓名、兌獎聯絡相關資料、取餐門市與取餐時間（逾時未取者取消資格）。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1313598362046056/?type=3,https://www.facebook.com/kfctaiwan/posts/1313598362046056:0,2016-10-19T03:07:28+0000,photo,Timeline Photos,324273577645211_1313598362046056,149,NONE,141,false,false,ranked,4,false,4
"【萬聖驚喜 惡魔給好康！來店打卡 升級變大！】
萬聖節就是要吃惡魔醬淋咔啦雞腿堡呀！
萬聖開趴必須狂，衝一波肯德基來發猛的！
立馬來店打卡，活動期間不限次數套餐爽升級大薯大可！
優惠詳情> https://goo.gl/58YtgE",http://www.kfcclub.com.tw/NewsDetail-56.html?utm_source=Facebook&utm_campaign=1004_zinger&utm_medium=social&utm_content=PPALink_CPM_V2,https://www.facebook.com/kfctaiwan/posts/1312273168845242,2016-10-18T02:55:20+0000,link,KFC 萬聖節好康限定，打卡惡魔醬淋套餐享升級優惠？！,324273577645211_1312273168845242,2346,NONE,2307,false,false,ranked,39,false,81
"是什麼魔性滋味…，讓兩大魔王瘋狂追逐！？
哪裡來的美味誘惑，喚醒沉睡的吸血鬼男爵，讓少年無法抗拒變身狼人？！
萬聖驚喜 惡魔給好康！
一嚐惡魔醬淋，活動期間(2016/10/20-10/31)
KFC來店打卡升級大薯大可！
了解優惠詳情> https://goo.gl/njMdmg",https://www.facebook.com/kfctaiwan/videos/1311526875586538/,https://www.facebook.com/kfctaiwan/videos/1311526875586538/,2016-10-18T02:00:01+0000,video,肯德基_惡魔醬淋_萬聖節篇,324273577645211_1311526875586538,2846,NONE,2663,false,false,ranked,84,false,179
"【揪麻吉一起雙人同享！一口收服KFC限定怪獸！】
 北投追快龍，南寮追乘龍，再來還要追什麼？
「惡魔醬淋」KFC限定出沒，有吃又有抓，揪麻吉爽抽套餐一起GO！
 
《簡單分享3步驟，立馬TAG好友衝一波～》
Step1-截下下方GIF動圖中「惡魔醬淋咔啦雞腿堡」的畫面
Step2-到留言處分享你的截圖
Step3-@你的好友並留言「一起Gotcha惡魔醬淋」
就有機會抽中「免費惡魔醬淋雙人分享餐」！

查詢最近門市>> https://goo.gl/s7qUlD
網路立即訂購>> https://goo.gl/z9OcED
※活動時間：即日起 ~10 /16 (日) 23:59止",http://giphy.com/gifs/l0HlFRF5MNt4DGt4Q,https://www.facebook.com/kfctaiwan/posts/1306254196113806,2016-10-13T12:00:02+0000,link,giphy.com,324273577645211_1306254196113806,465,NONE,452,false,false,ranked,335,false,150
"【截圖分享-秋日好食光限時特惠$109】
秋高氣爽，微風徐徐，悠閒的一邊啃書本，一邊喀肯德基
獨享一個人的秋日好食光，咔啦雞腿堡+咔啦脆雞+可樂(小) 只要109元
活動時間自2016/9/13-10/31止
★出示截圖即享優惠★更多優惠券： https://goo.gl/Re5AxC",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1297940100278549/?type=3,https://www.facebook.com/kfctaiwan/posts/1297940100278549:0,2016-10-06T01:49:33+0000,photo,Timeline Photos,324273577645211_1297940100278549,13270,NONE,13078,false,false,ranked,171,false,483
"【2016肯德基『微笑之星選拔賽』 開跑啦！】
台灣最美的風景是人，您的鼓勵讓我們更加努力！ 💪 💪
投出神聖一票還能直接獲得KFC專屬產品優惠券♪♪→咔啦雞腿堡+原味蛋撻+小可 $89 ♪♪
手刀投票去 🙌 🙌 http://smile.kfctw.com.tw/",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1297861246953101/?type=3,https://www.facebook.com/kfctaiwan/posts/1297861246953101:0,2016-10-05T10:53:08+0000,photo,Timeline Photos,324273577645211_1297861246953101,229,NONE,222,false,false,ranked,9,false,29
"【萬聖節限定-惡魔醬淋咔啦雞腿堡＋中杯可樂限時$99！】
特調羅馬惡魔醬，淋上神好吃咔啦雞腿堡，引爆爽度Power Up的魔性新滋味！
※活動時間：即日起至 10/ 31(一) 23:59止
★出示截圖即享優惠★",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1297560240316535/?type=3,https://www.facebook.com/kfctaiwan/posts/1297560240316535:0,2016-10-05T02:57:52+0000,photo,Timeline Photos,324273577645211_1297560240316535,435,NONE,417,false,false,ranked,40,false,45
"實習生的逆襲！時尚總編不得不Follow的魔性瘋潮是？！
站在潮流尖端的時尚編輯們，竟然對一個小小實習生甘拜下風！讓全辦公室都著魔的全新美味是…？

★KFC惡魔醬淋咔啦雞腿堡美味降臨★
網路立即訂購>https://goo.gl/3ZvRJY",https://www.facebook.com/kfctaiwan/videos/1296609547078271/,https://www.facebook.com/kfctaiwan/videos/1296609547078271/,2016-10-04T16:00:00+0000,video,,324273577645211_1296609547078271,3431,NONE,3270,false,false,ranked,125,false,126
"⚾⚾十月棒球瘋，熱血看球賽
全壘打、逆轉勝...各種精彩賽況，誰想錯過!!!無論買票進場或在家觀賽，有KFC預訂快取📱，讓你同享刺激球賽與美味餐點！飽餐一頓更能大呼口號、為支持的球隊加油。

📣滿額再享，好禮三選一👉https://goo.gl/jk5sDh",http://gph.is/2dxL2QM,https://www.facebook.com/kfctaiwan/posts/1296408027098423,2016-10-04T11:55:52+0000,link,gph.is,324273577645211_1296408027098423,8039,NONE,7960,false,false,ranked,44,false,68
,https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/1296411027098123/?type=3,https://www.facebook.com/kfctaiwan/posts/1296411097098116,2016-10-04T02:14:20+0000,photo,KFC's cover photo,324273577645211_1296411027098123,391,NONE,375,false,false,ranked,8,false,12
"【肯德基早餐天天省-雙十限定！】
秋天是食慾之秋，早餐一定要吃飽吃滿！
肯德基早餐天天省，給你溫暖的秋日早晨
吮指嫩雞燒餅，搭配溫熱的義大利LAVAZZA咖啡，讓你的荷包更省一籌
更多早餐優惠→ https://goo.gl/2Gmtu0",https://goo.gl/2Gmtu0,https://www.facebook.com/kfctaiwan/posts/1295677950504764,2016-10-04T00:00:00+0000,link,肯德基天天省，讓你更省一籌！,324273577645211_1295677950504764,2458,NONE,2441,false,false,ranked,9,false,13
"【肯德基早餐天天省-雙十限定！】
雙十連假計劃好了沒？！儲備好玩樂的體力，就從早餐開始！
快揪你的好友同享雙食美味，德式經典總匯早餐，再搭上義大利LAVAZZA咖啡，給你滿滿的活力！不論出遊還是抓寶一切沒問題！
更多早餐優惠→ http://goo.gl/Y3bqf6",http://goo.gl/Y3bqf6,https://www.facebook.com/kfctaiwan/posts/1295678273838065,2016-10-03T16:00:03+0000,link,肯德基天天省，讓你更省一籌！,324273577645211_1295678273838065,3151,NONE,3127,false,false,ranked,15,false,29
"【萬聖節限定-惡魔醬淋咔啦雞腿堡＋中可樂限時$99！】
特調羅馬惡魔醬，淋上神好吃咔啦雞腿堡，引爆爽度Power Up的魔性新滋味！
※活動時間：即日起至 10/ 31(一) 23:59止
★出示此貼文畫面即享優惠
更多美味>https://goo.gl/Wht3d3",http://www.kfcclub.com.tw/?utm_source=Facebook&utm_medium=social&utm_content=PPALink_R%26F_V1&utm_campaign=1004_zinger,https://www.facebook.com/kfctaiwan/posts/1295674067171819,2016-10-03T16:00:00+0000,link,爽用嚐鮮券！享受KFC惡魔醬淋咔啦雞腿堡，CP最超值！,324273577645211_1295674067171819,7508,NONE,7293,false,false,ranked,135,false,395
"♥喔爺! 生日就是要KFC，3D 投影生日卡免費索取中! ♥
漢堡蛋糕，炸雞拉花，蛋撻音符，每個都超療癒的!!
快讓超激萌的3D投影肯德基爺爺為你唱生日快樂歌♪
怎麼索取快看這裡↓ ↓ ↓
如何免費索取KFC 3D投影生日卡？
步驟1：到肯德基購買任何餐點，不限消費金額
步驟2：向店員大聲說出通關密語「喔爺~生日就要KFC」！
步驟3：免費獲得「 KFC 3D投影生日卡」(數量有限、送完為止)
3D投影生日快樂歌 搶先看: 
https://www.youtube.com/watch?v=RvdzuIzBUfY",http://i.giphy.com/l3vRin5PQXk6K5B84.gif,https://www.facebook.com/kfctaiwan/posts/1289190181153541,2016-09-28T07:00:00+0000,link,i.giphy.com,324273577645211_1289190181153541,12149,NONE,11964,false,false,ranked,160,false,4446
"把握開會前黃金時刻，三步驟教你「省時又省錢」享受美味早餐！
步驟一：前往 http://goo.gl/CsTEor 看本週早餐優惠
步驟二：準備好50元銅板，手刀到肯德基門市大聲喊：「我要一個吮指嫩雞蛋烤餅套餐！」
步驟三：品嚐最受歡迎的LAVAZZA好咖啡，讓你精神百倍，思緒都完整！",http://goo.gl/CsTEor,https://www.facebook.com/kfctaiwan/posts/1287857697953456,2016-09-26T16:00:02+0000,link,肯德基天天省，讓你更省一籌！,324273577645211_1287857697953456,3635,NONE,3605,false,false,ranked,14,false,14
"一年一度週年慶來臨！搶便宜計畫就從早餐啟動
CP最高的早餐就在肯德基早餐天天省，美味餐點總匯歐姆蛋燒餅，搭配義大利最受歡迎的LAVAZZA好咖啡，CP值簡直高到爆錶！　
更多早餐優惠→ http://goo.gl/Y23rgV",http://goo.gl/Y23rgV,https://www.facebook.com/kfctaiwan/posts/1281299441942615,2016-09-20T07:00:00+0000,link,肯德基天天省，讓你更省一籌！,324273577645211_1281299441942615,3114,NONE,3071,false,false,ranked,9,false,17
"公益大使六月玩給你看！「創意紙雕互動捐款裝置」在肯德基台大店喔～
愛的力量讓我們更自信美麗，跟著爺爺集結銅板力量，一塊拉起愛，讓愛樂無窮！

#一塊拉起愛　
#KFC",https://www.facebook.com/kfctaiwan/videos/1281371288602097/,https://www.facebook.com/kfctaiwan/videos/1281371288602097/,2016-09-20T06:03:30+0000,video,,324273577645211_1281371288602097,154,NONE,142,false,false,ranked,6,false,12
"揭曉今日首播大明星－六月！俏媽咪＂六月＂到現場擔任公益大使啦！氣氛真是愛滿滿又心暖暖😊據說做愛心可以幫助恢復身材???答案就在live裡～
#一塊拉起愛
#KFC",https://www.facebook.com/kfctaiwan/videos/1281326588606567/,https://www.facebook.com/kfctaiwan/videos/1281326588606567/,2016-09-20T05:15:53+0000,video,,324273577645211_1281326588606567,184,NONE,174,false,false,ranked,6,false,7
"大消息！肯德基支持公益首次直播獻給『一塊，拉起愛』守護台灣貧童成長夢，稍後還有神秘嘉賓登場！好期待喔～～～
#一塊拉起愛　
#KFC",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1281297158609510/?type=3,https://www.facebook.com/kfctaiwan/posts/1281297158609510:0,2016-09-20T04:45:32+0000,photo,Timeline Photos,324273577645211_1281297158609510,108,NONE,107,false,false,ranked,1,false,1
,https://www.facebook.com/QiaohuTIGER/videos/1159986090742114/,https://www.facebook.com/kfctaiwan/posts/1280454412027118,2016-09-19T09:33:54+0000,video,大陰盜百貨,324273577645211_1280454412027118,1225,NONE,992,false,false,ranked,25,false,
"📢📢不可不知🌴南洋渡假激推攻略
不用護照，不帶行李，只要肯德基
大口咬下沙嗲烤雞，爽度破表絕對著迷💘✈賞味限定>>http://goo.gl/Na9Nee
#南洋沙嗲烤雞 #KFC #一吃到南洋 #南travel",http://gph.is/2ciCiKl,https://www.facebook.com/kfctaiwan/posts/1273902499348976,2016-09-18T16:00:08+0000,link,gph.is,324273577645211_1273902499348976,1950,NONE,1936,false,false,ranked,10,false,23
"中秋烤不停~來點新鮮貨！
濃郁沙嗲帶咖哩香氣 南洋沙嗲烤雞  咬下就一口著迷
別說小編暗藏👉👉南洋多人餐 烤雞炸雞蛋撻飲料通通有
已餓立即購>>https://goo.gl/xI8nIQ

 #南洋沙嗲烤雞  #KFC  #中秋",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1274989549240271/?type=3,https://www.facebook.com/kfctaiwan/posts/1274989549240271:0,2016-09-16T02:00:00+0000,photo,Timeline Photos,324273577645211_1274989549240271,347,NONE,335,false,false,ranked,6,false,19
"【中秋連假，就該悠閒的吃頓早餐】
迎接美好的中秋假期，就從美味的早餐開始吧~
肯德雞帶餐天天省，陪你吃出一天連假好心情！
(連玉兔都偷跑來了…)
更多早餐優惠→ http://goo.gl/V7yqWl",http://goo.gl/V7yqWl,https://www.facebook.com/kfctaiwan/posts/1275015592571000,2016-09-15T00:00:00+0000,link,肯德基天天省，讓你更省一籌！,324273577645211_1275015592571000,2515,NONE,2496,false,false,ranked,12,false,15
