message,link,permalink_url,created_time,type,name,id,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,shares/count
"【肯德基 Lavazza 伴你度過溫暖的冬季】 
一杯咖啡為你榛心獻上美好的幸福時光。香醇濃郁的榛果可可，搭配義式Lavazza好咖啡，優雅的完美比例，伴你度過一個溫暖幸福的冬天 
網路訂購 立即溫暖>> https://goo.gl/4Cm1vN",https://www2.kfcorder.com.tw/web/Index.aspx?utm_source=Facebook&utm_campaign=1206_LAVAZZA&utm_medium=social&utm_content=PPALink_CPC_V3,https://www.facebook.com/kfctaiwan/posts/1409272255811999,2016-12-27T06:29:53+0000,link,濃濃幸福滋味，幸福溫暖每一天,324273577645211_1409272255811999,7495,NONE,7417,false,false,ranked,33,false,62
"【派對不能沒有KFC，跨年17嗨翻天】
跨年開趴想梗想破頭？「肯德基醬玩派對桶」讓你體驗多種美味沾醬樂趣🎉×KKBOX經選派對歌單🎶🎶🎶～讓派對一開，朋友都驚呆了!!!!!
想好跨年該如何慶祝了嗎?😏標記1名好友，並留言「@XXX跨年有梗嗎？～一起去__________開趴吧！」
👉開趴餐立即購>>https://goo.gl/jRGsxp 
👉派對歌單Check It Out～>>https://goo.gl/jNH9g1",http://giphy.com/gifs/kfc-xmas-l3vQYL1BI4H3v4uT6?status=200%E3%80%80,https://www.facebook.com/kfctaiwan/posts/1400268870045671,2016-12-22T16:00:05+0000,link,giphy.com,324273577645211_1400268870045671,13117,NONE,12990,false,false,ranked,216,false,104
"【聖誕節就是要肯德基】
🎅雞Go Bell! 🎅雞Go Bell!  聖誕佈置怎樣才有fu🎄🎄
#KFC聖誕炸雞桶   怎麼擺都Amazing噠
掃描桶身QR Code還可立馬連 #KKBOX 播派對音樂high不停🙌🙌
快get幾桶來玩出創意Xmas佈置! 
🔥吃雞不丟炸雞桶→ https://goo.gl/RR5fgK
#醬玩派對桶",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1400358573370034/?type=3,https://www.facebook.com/kfctaiwan/posts/1400358573370034:0,2016-12-22T13:30:02+0000,photo,Timeline Photos,324273577645211_1400358573370034,228,NONE,221,false,false,ranked,5,false,9
,https://www.facebook.com/Chaozhibai.havefun/photos/a.614282911943702.1073741826.254551641250166/1213635718675082/?type=3,https://www.facebook.com/kfctaiwan/posts/1399183416820883,2016-12-22T02:00:00+0000,photo,超直白 Chao zhi bai,324273577645211_1399183416820883,24963,NONE,24587,false,false,ranked,154,false,
,https://www.facebook.com/Wackyboys.Fans/videos/1138073612912366/,https://www.facebook.com/kfctaiwan/posts/1398761096863115,2016-12-21T11:00:00+0000,video,Wackyboys,324273577645211_1398761096863115,716,NONE,685,false,false,ranked,55,false,
"【榛心好友～非你莫屬】FB網路活動中獎名單公布嘍！

恭喜30位得獎者獲得KFC榛心獻禮 (1盒義式榛果可可雙色蛋撻禮盒 & 2杯LAVAZZA榛果可可拿鐵) 乙份。
煩請得獎人確實填寫下列資料，並於2016年12月22日 (含)前，回傳小編之訊息（以網路回傳時間為憑），
以便核對得獎資格，逾期或資料缺漏者，將視同放棄領獎資格。
活動小組審核兌獎相關資料無誤後，請於領取時間至指定店家領取，不另通知。
逾時領獎者也將視同放棄領獎資格。

回傳項目如下：
1.真實姓名：
2.Email：
3.聯絡電話：
4.取件門市：
5.取件日期：（需為12/27~12/29領取）
6.取件時間：（需為下午15:00～20:00中領取）

取件門市/營業時間查詢：http://www.kfcclub.com.tw/Restaurant/List.html

注意事項： 
活動贈品僅限台灣本島地區，不處理獎品至海外地區之事宜。
若無法聯繫到得獎者，視同得獎人自動放棄獎項。
贈品一經領取後，如有遺失、損毀等事情發生，活動單位不負補發之責。兌獎方法以活動網站的活動辦法為準。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1396901150382443/?type=3,https://www.facebook.com/kfctaiwan/posts/1396901150382443:0,2016-12-20T09:54:01+0000,photo,Timeline Photos,324273577645211_1396901150382443,208,NONE,180,false,false,ranked,22,false,
"🎁【預購外送 送蛋撻禮盒!!!】 🎁
🎄金勾杯~金勾杯~金勾偶惹威⛄
每次聖誕節🎄，爺爺就會偷偷模仿成聖誕老公公🎅
🎅外送好吃的炸雞🐔給可愛的孩子們讓大家開心辦趴! 🎉🎈且願意預購的孩子😍，爺爺會再多送給它蛋撻禮盒兌換券!! 💝

預訂外送 拿好禮>> https://goo.gl/xsyJ0h",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1389290317810193/?type=3,https://www.facebook.com/kfctaiwan/posts/1389290317810193:0,2016-12-16T10:00:07+0000,photo,Timeline Photos,324273577645211_1389290317810193,210,NONE,207,false,false,ranked,7,false,10
"【肯德基 Lavazza 伴你度過溫暖的聖誕節】 
溫馨的聖誕節，一杯咖啡為你榛心獻上美好的幸福時光。香醇濃郁的榛果可可，搭配義式Lavazza好咖啡，優雅的完美比例,伴你度過一個溫暖幸福的冬天 
網路訂購 立即溫暖>> https://goo.gl/UMips5",https://www2.kfcorder.com.tw/web/Index.aspx?utm_source=Facebook&utm_campaign=1206_LAVAZZA&utm_medium=social&utm_content=PPALink_CPC_V2,https://www.facebook.com/kfctaiwan/posts/1388071751265383,2016-12-15T16:00:35+0000,link,濃濃幸福滋味 KFC為你榛心獻上！,324273577645211_1388071751265383,10622,NONE,10556,false,false,ranked,27,false,48
"【爺爺醬好趴  中獎名單】
嘿！就是你！快來看有沒有你名字！
恭喜以下消費者獲得12/17-12/18爺爺醬好趴見面會入場資格喔！
小編會私訊中獎者，請得獎人留意並於12/14(三)23:59前回覆領獎所需個人資料訊息(中文姓名/聯絡電話/E-MAIL)，逾期不候~感謝您！

12/18台北場：KFC台北台大門市
Rxy Wxng
Hxxi Chxx Chen
Irxxe Kxo
吳x萱
x志

12/17新竹場：KFC新竹大同
Kaxxn Huxng
Chxh Chxng
Alxxe Yxng
黃x玹
Ya-Txxg Yxng

12/17高雄場：KFC高雄站前
鍾x穗
郭x庭
Huxxg Alxx
林x凡
Mixxn Hxxng",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1385068684899023/?type=3,https://www.facebook.com/kfctaiwan/posts/1385068684899023:0,2016-12-13T11:25:13+0000,photo,Timeline Photos,324273577645211_1385068684899023,151,NONE,149,false,false,ranked,6,false,9
"【肯德基冬日限定蛋撻】
時尚的完成度在於臉、美食的完成度在甜點
KFC【義式榛果可可蛋撻】搭配
Lavazza【義式榛果可可拿鐵】
所謂的異國范兒，不過就是吃得有義式，穿得有意思！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1383209995084892/?type=3,https://www.facebook.com/kfctaiwan/posts/1383209995084892:0,2016-12-12T03:12:26+0000,photo,Timeline Photos,324273577645211_1383209995084892,350,NONE,341,false,false,ranked,16,false,33
"【冬天醬玩high起來】 
天氣冷了！該儲存熱量避冬啦！💕 
肯德基《醬玩派對桶》一桶裝滿5大明星商品
♡咔啦脆雞♡無骨金黃脆腿條 ♡洋蔥圈 ♡香酥脆薯♡紐奧良烤雞
內用外帶隨餐附送
✔日式橙汁糖醋醬✔美式煙燻醬✔南洋酸辣醬✔1.25L百事瓶可
✔爺爺醬玩轉盤(可愛指數破表  )  ✔聖誕專屬桶掃 #KKBOX歌單
➡熱量補給站  https://goo.gl/98391v",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1379262115479680/?type=3,https://www.facebook.com/kfctaiwan/posts/1379262115479680:0,2016-12-10T02:32:05+0000,photo,Timeline Photos,324273577645211_1379262115479680,300,NONE,289,false,false,ranked,2,false,17
"【派對餐點經典必備!!】 
回頭率超高！吃過都愛上的烤全雞又開賣啦！    
期間限定的『紐奧良烤全雞』皮香肉嫩 封鎖住鮮嫩肉汁 👑
肯德基「派對狂饗烤全雞餐」 你我可以！    (大口咬)
想吃立即購 https://goo.gl/6j4BGw",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1379259425479949/?type=3,https://www.facebook.com/kfctaiwan/posts/1379259425479949:0,2016-12-09T10:18:59+0000,photo,Timeline Photos,324273577645211_1379259425479949,625,NONE,612,false,false,ranked,36,false,38
"派對大餐、Dress Code、交換禮物…年底派對潮都忙到分身乏術嗎?
今年餐點交給KFC預訂快取，替你省下大量備餐時間！
讓你精心準備裝扮和禮物，為你的派對加溫⛄🎅

🎁滿額再享好禮三選一👉https://goo.gl/8ofc9P",https://www.kfcorder.com.tw/Index.aspx/?utm_source=Facebook&utm_campaign=1209_OOS_CO&utm_medium=social&utm_content=carousel_CPC_V1,https://www.facebook.com/kfctaiwan/posts/1377571808982044,2016-12-08T16:00:10+0000,link,KFC,324273577645211_1377571808982044,2500,NONE,2479,false,false,ranked,27,false,18
"【肯德基給你滿滿的～美味大平台】
　　
用「醬玩獨享餐」犒賞自己～釋放業績/成績壓力
✴咔啦脆雞✴金黃脆腿條✴脆薯✴雞米花✴原味蛋撻✴中可✴風味沾醬(日式橙汁糖醋醬&美式煙燻醬)！給你史上最強～滿滿的XL級美味大平台😏>> http://goo.gl/mxBjvl 
讓吃飯更有fu？🎧掃描產品QRcode聽派對嗨歌>>http://goo.gl/ya3ojB",http://www.kfcclub.com.tw/Recommendation7.html?utm_source=Facebook&utm_campaign=1206_dippingbucket&utm_medium=social&utm_content=PPALink_CPM_V2,https://www.facebook.com/kfctaiwan/posts/1377691325636759,2016-12-08T10:00:00+0000,link,立即享受！肯德基XL重量級醬玩獨享餐,324273577645211_1377691325636759,1000,NONE,935,false,false,ranked,41,false,53
"【年終咔啦神好康！單點咔啦雞腿堡免費送小可】 
不管你是水星逆行還是木星順行，都不能錯過KFC年終神好康！ 
大口咬下咔啦雞腿堡，今年是好是壞都一口勾銷，爽快迎接2017！ 
更多誘人好康> https://goo.gl/H1sjrJ",https://www.kfcorder.com.tw/prodbrowseindex.aspx?code=AE98E989-C40B-4861-80ED-84A4F0FE3B88&utm_source=Facebook&utm_campaign=1206_ZingerSP&utm_medium=social&utm_content=PPALink_CPM_V1,https://www.facebook.com/kfctaiwan/posts/1377614848977740,2016-12-08T08:00:01+0000,link,【年終咔啦神好康！單點咔啦雞腿堡免費送小可】,324273577645211_1377614848977740,3871,NONE,3797,false,false,ranked,73,false,122
"【冬季專屬的香甜濃郁滋味,Lavazza 幸福溫暖每一天】 

冷呼呼的早晨，就該來杯熱熱的榛果可可拿鐵 
香醇濃郁的榛果可可搭配義式Lavazza好咖啡，優雅的完美比例，開啟你溫暖幸福美好的一天。

網路訂購 立即溫暖>> https://goo.gl/5CexX9",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1375781949161030/?type=3,https://www.facebook.com/kfctaiwan/posts/1375781949161030:0,2016-12-07T04:15:32+0000,photo,Timeline Photos,324273577645211_1375781949161030,213,NONE,200,false,false,ranked,4,false,10
"【截圖分享-獨享食光，美味價只要89】
想吃點鹹食解解饞，墊墊微空的肚子嗎？
那就來2塊咔啦脆雞+小杯可樂，獨享食光只要$89 😜
立即“截圖分享”給你最麻吉的好友吧！活動時間自2016/12/06-2017/1/23止
★出示截圖即享優惠★  更多優惠券： https://goo.gl/HRAKBE",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1374483829290842/?type=3,https://www.facebook.com/kfctaiwan/posts/1374483829290842:0,2016-12-06T16:00:01+0000,photo,Timeline Photos,324273577645211_1374483829290842,9962,NONE,9805,false,false,ranked,213,false,558
"【12/6~12/12按讚+留言 抽爺爺醬好趴入場資格🎉】
★★想跟KFC爺爺一起開趴享用免費「醬玩派對桶」嗎？
活動下方 @tag三位好友，各場將抽出5個幸運名額★★
👉三步驟就具備抽獎資格
①本篇PO文按讚
② 公開分享此篇文章  #未公開分享即失去抽獎資格
③ 在此篇留言👉『@xxx 跟我一起「KFC醬玩好趴！我要跟爺爺在 #台北 or #新竹 or #高雄 見面』
✔ 留言標註3位朋友，記得選擇一個參加場次
✔活動截止至12/12(一) 晚間8點截止
✔場次
12/18 KFC台北台大 下午3點
12/17 KFC新竹大同下午3點
12/17 KFC高雄站前下午3點 

★ 開獎日期為12/13(二)★
♦ 活動結束主辦單位公佈得奬名單後，請得獎人留意並於12/14(三)23:59前私訊回覆領獎所需個人資料訊息，逾期不候
#KFC
#醬玩派對桶",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1374472062625352/?type=3,https://www.facebook.com/kfctaiwan/posts/1374472062625352:0,2016-12-06T10:00:00+0000,photo,Timeline Photos,324273577645211_1374472062625352,914,NONE,907,false,false,ranked,616,false,521
"【榛心好友～非你莫屬】

今年聖誕，你會想起哪位好朋友呢？
是在不開心時有辦法溫暖你的開心果？
或是每天都香濃分不開的貼身戰友？
還是好吃的一定分你的吃貨雙胞胎呢？
現在只要留言並TAG你的榛心好友，就有機會一起享用義式榛果可可蛋撻喔！
快來溫暖一下>> https://goo.gl/yYWPGY
※活動辦法
步驟一：於本PO文下方留言TAG一位榛心好友，並寫出原因「聖誕節要到了，＠王小明，好想跟你一起吃KFC義式榛果可可蛋撻」
步驟二：送出成功後，就有機會獲得KFC的『 榛心獻禮』 (1盒義式榛果可可雙色蛋撻禮盒 & 2杯LAVAZZA榛果可可拿鐵)
※活動時間：12/6 (二) 12:00 ~ 12/18 (日) 23:59止
※免費份數：總計30份 （一份內含蛋撻一盒+兩杯榛果可可拿鐵）
※抽獎辦法：於12/19 (一)抽出30組名額，可獲得「榛心獻禮」，並於KFC粉絲專頁公告中獎名單，請中獎者於12/27~12/29下午15:00-20:00於指定餐廳領取獎品。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1373060742766484/?type=3,https://www.facebook.com/kfctaiwan/posts/1373060742766484:0,2016-12-06T06:00:01+0000,photo,Timeline Photos,324273577645211_1373060742766484,15270,NONE,14748,false,false,ranked,9038,false,2015
"【醬玩派對桶，挑戰各種嗨】
驚！肯德基爺爺的筋，居然如此醬軟Q？
獨門3招『K』式醬玩法，讓一秒變身派對焦點～
「醬玩派對桶」要你邊吃邊玩，下一個練武奇杷就是你👊👊👊
✨瞭解更多>> https://goo.gl/C4aTVV
✨快來Tag一名或多名好友，並截圖欲挑戰的醬玩招式",http://giphy.com/gifs/kfc-xmas-dipping-bucket-3o6ZsW9rtFyjIAPmYU?status=200,https://www.facebook.com/kfctaiwan/posts/1372911996114692,2016-12-06T04:00:01+0000,link,giphy.com,324273577645211_1372911996114692,6030,NONE,5886,false,false,ranked,80,false,93
"【肯德基醬玩派對桶～派對桶醬玩】
開趴沒梗？就只能給你87分不能再高了！
「多重吃法×音樂遊戲」給你來點開趴新點子
一掃QRCODE開啟派對歌單，邊聽邊玩醬才好玩
>>瞭解更多 https://goo.gl/XTPsYm",https://www.facebook.com/kfctaiwan/videos/1373966242675934/,https://www.facebook.com/kfctaiwan/videos/1373966242675934/,2016-12-06T02:30:00+0000,video,肯德基醬玩派對桶,324273577645211_1373966242675934,4240,NONE,4096,false,false,ranked,143,false,196
,https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/1373976249341600/?type=3,https://www.facebook.com/kfctaiwan/posts/1373976359341589,2016-12-06T02:02:48+0000,photo,KFC's cover photo,324273577645211_1373976249341600,166,NONE,163,false,false,ranked,1,false,2
"【冬季專屬的香甜濃郁滋味 Lavazza 幸福溫暖每一天】
冷呼呼的早晨，就該來杯熱熱的榛果可可拿鐵
香醇濃郁的榛果可可，搭配義式Lavazza好咖啡，優雅的完美比例，開啟你溫暖幸福美好的一天
網路訂購 立即溫暖>> https://goo.gl/R5z72v",https://www2.kfcorder.com.tw/web/Index.aspx?utm_source=Facebook&utm_campaign=1206_LAVAZZA&utm_medium=social&utm_content=PPALink_R%26F_V1,https://www.facebook.com/kfctaiwan/posts/1373089679430257,2016-12-06T02:00:00+0000,link,冬季專屬的香甜濃郁滋味  Lavazza 幸福溫暖每一天,324273577645211_1373089679430257,4036,NONE,3987,false,false,ranked,25,false,31
"【美味蛋撻新登場】 
好邪惡～半夜看得到卻吃不到的美味，連小編都崩潰！
暖呼呼的義式榛果可可蛋撻，週二10：30在各門市開始販售！",https://www.facebook.com/kfctaiwan/videos/1373075389431686/,https://www.facebook.com/kfctaiwan/videos/1373075389431686/,2016-12-05T16:00:37+0000,video,,324273577645211_1373075389431686,2443,NONE,2274,false,false,ranked,580,false,157
"【KFC超狂炸雞桶大平台來了！】
✔5種炸烤物✔ ♫KKBOX專屬歌單♫ ✔醬玩轉盤全在「醬玩派對桶」這桶裡！
12/6 全國上市！話說這桶是限期供應的，你懂的~快揪朋友明天手刀買！ ❤
#KFC
#醬玩派對桶",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1372755332797025/?type=3,https://www.facebook.com/kfctaiwan/posts/1372755332797025:0,2016-12-05T06:39:26+0000,photo,Timeline Photos,324273577645211_1372755332797025,635,NONE,603,false,false,ranked,25,false,38
"【美味蛋撻搶先報】 
太犯規了！只有台灣能吃到的限定口味！
12/6 (二)肯德基【義式榛果可可蛋撻】 新上市
葡式蛋撻 X 榛果可可醬 X 格子鬆餅～香濃好滋味
出示此嘗鮮券截圖即可享優惠！(手刀截圖)
小編週二就為這顆蛋撻而活了，粉絲請一起喊：想吃！",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1368713176534574/?type=3,https://www.facebook.com/kfctaiwan/posts/1368713176534574:0,2016-12-04T05:00:00+0000,photo,Timeline Photos,324273577645211_1368713176534574,12197,NONE,11754,false,false,ranked,826,false,632
"【秋日暖胃三寶！田園南瓜嫩雞粥】
歐嗨喲☀早上醒來手腳冰冷沒有元氣？
快點來一碗KFC田園南瓜嫩雞粥吧！它含營養栗南瓜、香Ｑ台梗米、薄脆雞腿肉，用暖暖的溫度，啟動你元氣每一天🔥

更多早餐優惠→https://goo.gl/cm1GFp",http://www.kfcclub.com.tw/Coupon/?utm_source=Facebook&utm_campaign=1122_Breakfast&utm_medium=social&utm_content=carousel_CPM_V2,https://www.facebook.com/kfctaiwan/posts/1331917953547430,2016-11-21T16:00:01+0000,link,KFC,324273577645211_1331917953547430,7973,NONE,7867,false,false,ranked,73,false,88
"【KFC X momo購物網 好康大輪盤】
粉絲們快去玩大輪盤拿好康喔~",https://www.facebook.com/momofans/photos/a.402101618430.179216.165449553430/10154683891043431/?type=3,https://www.facebook.com/kfctaiwan/posts/1354212384651320,2016-11-21T07:20:39+0000,photo,momo購物網,324273577645211_1354212384651320,285,NONE,275,false,false,ranked,9,false,
"【KFC X momo購物網 好康大輪盤】
肯德基和momo購物網首度合作，輕鬆抽獎領好康~
只要是momo會員，都有機會抽五塊雞桶/咔啦雞腿堡套餐兌換券!
還有其他超值獎項，數量有限機會難得，粉絲們千萬別錯過!

大輪盤活動詳情>>>https://goo.gl/cb7HWB",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1346181682121057/?type=3,https://www.facebook.com/kfctaiwan/posts/1346181682121057:0,2016-11-15T07:09:02+0000,photo,Timeline Photos,324273577645211_1346181682121057,360,NONE,353,false,false,ranked,20,false,26
"【韓國甜辛紙包雞新上市💖】

獨家封烤技術，鎖住肉汁超Juicy！
🔥韓式辣醬🔥口味，甜中帶辛、辛中帶甜，
配上超好吃的雞汁風味飯，
一起來場美妙的✨味蕾饗宴✨吧！

>>>瞭解詳情👉https://goo.gl/EPyMC2",http://giphy.com/gifs/l2JhBm5b4n2H3Dyww,https://www.facebook.com/kfctaiwan/posts/1344099302329295,2016-11-15T02:04:31+0000,link,giphy.com,324273577645211_1344099302329295,16043,NONE,15740,false,false,ranked,178,false,150
"【肯德基微笑之星選拔賽★中獎名單公布】
再次感謝大家的熱情參與微笑之星投票～
恭喜以下30名得獎者獲得KFC貴賓禮遇券(價值200元)！！
黃*婷         
王*滿         
玲*   
金*   
曾*筑
游*祐         
許*仔         
鈕*明         
陳*眀         
陳*英
尤*琇         
M*Mu T*ng       
李*華         
邱*暄         
陳*軒
蘇*錦         
樂*派         
陳*玲         
S**lla C**ng      
朱*達
黃*宜         
M**ael L. C*e*ser     
曾*之         
吳*珠         
陳*祺
Chen B*o M*ng          
呂*正         
張*   
王*程
L**ra L**into

※活動小組將以Email通知得獎者，請得獎者至Facebook帳號登記之Email信箱收信，並將兌獎相關資料於2016/11/21(一)前以Email寄回指定信箱。
※獎項將於2016年11月28日前統一寄發。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1338812362857989/?type=3,https://www.facebook.com/kfctaiwan/posts/1338812362857989:0,2016-11-10T04:18:22+0000,photo,Timeline Photos,324273577645211_1338812362857989,117,NONE,115,false,false,ranked,5,false,5
"【點亮你的火眼金睛，田園南瓜嫩雞粥】
早上起床眼睛總是特別酸？讓KFC的田園南瓜嫩雞粥來拯救你！
它的紐西蘭栗南瓜含有護眼的維生素A，讓你不論滑手機、盯報表、逛網拍（咦？），都能施展你的火睛金睛，健康元氣每一天👀
更多美味>https://goo.gl/BPo7Nw",http://www.kfcclub.com.tw/Coupon/?utm_source=Facebook&utm_campaign=1108_Breakfast&utm_medium=social&utm_content=PPALink_CPM_V1,https://www.facebook.com/kfctaiwan/posts/1331913953547830,2016-11-07T16:00:01+0000,link,點亮你的火眼金睛，田園南瓜嫩雞粥,324273577645211_1331913953547830,13495,NONE,13188,false,false,ranked,147,false,224
"【KFC微笑之星選拔賽人氣王出爐】 
 👉 喔爺！一個月超狂累積23.6萬票數！
恭喜本屆KFC微笑之星🎉  
✔基隆忠二餐廳→ 楊閔媗
✔林口復興餐廳→ 曹宇皓
✔斗六民生餐廳→ 張榛旂
✔台南中華餐廳→ 蘇美麗

感謝所有參與選拔賽及投票的你妳！！
熱情、專業、肯定有你！👍  👍",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1329729640432928/?type=3,https://www.facebook.com/kfctaiwan/posts/1329729640432928:0,2016-11-02T11:14:48+0000,photo,Timeline Photos,324273577645211_1329729640432928,209,NONE,206,false,false,ranked,14,false,6
"【週年慶完勝攻略】
週年慶人山人海，怎樣才能搶到限時特惠商品，而且擺脫爆滿的美食街填飽肚子呢？
專業達人親授秘訣，快點筆記下來吧📝
❶預訂計畫
❷準時取餐
❸輕鬆完勝
📣預訂快取免排隊，滿額再享好禮三選一👉https://goo.gl/R5z72v",https://www.kfcorder.com.tw/web/?utm_source=Facebook&utm_campaign=1101_OOS_CO&utm_medium=social&utm_content=carousel_CPC_V1,https://www.facebook.com/kfctaiwan/posts/1324021961003696,2016-10-31T16:00:00+0000,link,KFC,324273577645211_1324021961003696,1533,NONE,1495,false,false,ranked,33,false,31
"【截圖分享-甜辛獨享優惠價$145】
天氣漸漸由涼轉冷嘍！這時候最適合甜中帶辛的美味為身體暖身，預備迎接冬季的到來。 
韓國甜辛紙包雞+雞汁風味飯+原味蛋撻+紅茶(中) ，甜辛獨享主餐+點心，限時特惠只要$145 ❤ 
活動時間自2016/11/1-12/5止
★出示截圖即享優惠★更多優惠券： https://goo.gl/1J6oGL",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1323681284371097/?type=3,https://www.facebook.com/kfctaiwan/posts/1323681284371097:0,2016-10-31T16:00:00+0000,photo,Timeline Photos,324273577645211_1323681284371097,13579,NONE,13312,false,false,ranked,434,false,454
"【韓國甜辛紙包雞  期間限定】
全糖女孩已退燒，甜辛女孩正流行!!
甜中帶辛、辛中帶甜，令人意猶未盡
就像❤韓國甜辛紙包雞❤
🌟獨家封烤技術🌟與🔥道地韓式辣醬🔥
搭配好吃雞汁風味飯，絕對不能錯過的好味道👍👍👍

>>> https://goo.gl/g3FhsB",https://www.facebook.com/kfctaiwan/videos/1323882121017680/,https://www.facebook.com/kfctaiwan/videos/1323882121017680/,2016-10-28T07:19:05+0000,video,韓國甜辛紙包雞,324273577645211_1323882121017680,4410,NONE,4201,false,false,ranked,387,false,180
,https://www.facebook.com/kfctaiwan/photos/a.327640700641832.75606.324273577645211/1321730604566165/?type=3,https://www.facebook.com/kfctaiwan/posts/1321730717899487,2016-10-26T10:57:54+0000,photo,KFC's cover photo,324273577645211_1321730604566165,263,NONE,252,false,false,ranked,2,false,5
"❤ 【韓國甜辛紙包雞  新上市!】 ❤
紙包雞✨獨門封烤技術✨加上🔥韓式辣醬🔥根本犯規！
鮮嫩多汁的雞肉咬下去，瞬間就到了東大門！？
還有雞汁風味飯，阿廝～
沒吃到，真的只能藍瘦香菇了！
 
【韓國甜辛紙包雞❤期間限定】
→ https://goo.gl/QH2P4N",http://giphy.com/gifs/3o7TKtMLRGsIvEGEcE,https://www.facebook.com/kfctaiwan/posts/1319551581450734,2016-10-24T16:01:25+0000,link,giphy.com,324273577645211_1319551581450734,13967,NONE,13670,false,false,ranked,267,false,150
娃娃介紹美食好有魔力喔~小編看她的開箱就好想立馬吃一個惡魔堡(餓),https://www.youtube.com/watch?v=4Q4_RUEmRWY,https://www.facebook.com/kfctaiwan/posts/1319284941477398,2016-10-24T03:29:28+0000,video,開箱｜肯德基萬聖節限定！惡魔降臨咔啦雞腿堡,324273577645211_1319284941477398,132,NONE,130,false,false,ranked,5,false,11
【肯德基油品品質管理公告】,https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1315917371814155/?type=3,https://www.facebook.com/kfctaiwan/posts/1315917371814155:0,2016-10-21T07:15:42+0000,photo,Timeline Photos,324273577645211_1315917371814155,507,NONE,490,false,false,ranked,25,false,27
"【惡魔醬淋咔啦雙人分享餐得獎名單公布囉！】
感謝粉絲們的熱情參與，大家趕緊爽揪好友雙人分享，一口收服惡魔醬淋囉～

恭喜以下5位得獎者：
林＊程／劉＊銘／葉＊羽／董＊如／尤＊馨

＊肯德基會於10/19 下午15:00開始聯繫得獎者。請得獎者於10/21 15:00前（逾時回覆者取消資格），於肯德基粉絲團聯繫您的私訊中，回覆您的真實姓名、兌獎聯絡相關資料、取餐門市與取餐時間（逾時未取者取消資格）。",https://www.facebook.com/kfctaiwan/photos/a.329668497105719.76003.324273577645211/1313598362046056/?type=3,https://www.facebook.com/kfctaiwan/posts/1313598362046056:0,2016-10-19T03:07:28+0000,photo,Timeline Photos,324273577645211_1313598362046056,149,NONE,141,false,false,ranked,4,false,4
"【萬聖驚喜 惡魔給好康！來店打卡 升級變大！】
萬聖節就是要吃惡魔醬淋咔啦雞腿堡呀！
萬聖開趴必須狂，衝一波肯德基來發猛的！
立馬來店打卡，活動期間不限次數套餐爽升級大薯大可！
優惠詳情> https://goo.gl/58YtgE",http://www.kfcclub.com.tw/NewsDetail-56.html?utm_source=Facebook&utm_campaign=1004_zinger&utm_medium=social&utm_content=PPALink_CPM_V2,https://www.facebook.com/kfctaiwan/posts/1312273168845242,2016-10-18T02:55:20+0000,link,KFC 萬聖節好康限定，打卡惡魔醬淋套餐享升級優惠？！,324273577645211_1312273168845242,2346,NONE,2307,false,false,ranked,39,false,81
"是什麼魔性滋味…，讓兩大魔王瘋狂追逐！？
哪裡來的美味誘惑，喚醒沉睡的吸血鬼男爵，讓少年無法抗拒變身狼人？！
萬聖驚喜 惡魔給好康！
一嚐惡魔醬淋，活動期間(2016/10/20-10/31)
KFC來店打卡升級大薯大可！
了解優惠詳情> https://goo.gl/njMdmg",https://www.facebook.com/kfctaiwan/videos/1311526875586538/,https://www.facebook.com/kfctaiwan/videos/1311526875586538/,2016-10-18T02:00:01+0000,video,肯德基_惡魔醬淋_萬聖節篇,324273577645211_1311526875586538,2846,NONE,2663,false,false,ranked,84,false,179
